transaction_id,customer_id,transaction_type,amount,currency,transaction_date
1020624,993,in,435.16,EUR,2022-10-20
1020625,2661,in,35.36,USD,2022-10-20
1020626,992,out,28378,JPY,2022-10-20
1020627,3441,out,507.79,USD,2022-10-20
1020628,3305,out,114.52,GBP,2022-10-20
1020629,447,in,562.96,GBP,2022-10-20
1020630,1856,out,398.55,GBP,2022-10-20
1020631,766,out,166.15,EUR,2022-10-20
1020632,2123,out,528.06,GBP,2022-10-20
1020633,2492,out,186.47,EUR,2022-10-20
1020634,2684,out,532.02,USD,2022-10-20
1020635,852,in,86.22,GBP,2022-10-20
1020636,1741,out,140.06,USD,2022-10-20
1020637,2931,out,27370,JPY,2022-10-20
1020638,1383,in,162.76,EUR,2022-10-20
1020639,2498,in,389.44,USD,2022-10-20
1020640,907,in,556.52,USD,2022-10-20
1020641,3515,in,15590,JPY,2022-10-20
1020642,1803,in,145.07,EUR,2022-10-20
1020643,233,in,108.22,USD,2022-10-20
1020644,2322,in,235.6,USD,2022-10-20
1020645,168,in,202.91,GBP,2022-10-20
1020646,3618,out,213.11,GBP,2022-10-20
1020647,2599,in,389.96,GBP,2022-10-20
1020648,2686,out,21055,JPY,2022-10-20
1020649,2203,in,70.37,GBP,2022-10-20
1020650,2608,out,314.13,USD,2022-10-20
1020651,851,in,563.94,EUR,2022-10-20
1020652,3676,out,255.63,USD,2022-10-20
1020653,1960,in,87.86,USD,2022-10-20
1020654,1473,out,262.05,EUR,2022-10-21
1020655,641,in,455.37,EUR,2022-10-21
1020656,1603,out,412.03,GBP,2022-10-21
1020657,2798,in,194.14,GBP,2022-10-21
1020658,641,in,154.48,USD,2022-10-21
1020659,498,in,225.39,GBP,2022-10-21
1020660,3309,out,371.11,USD,2022-10-21
1020661,776,in,513.57,GBP,2022-10-21
1020662,2803,in,57554,JPY,2022-10-21
1020663,1189,in,48.74,GBP,2022-10-21
1020664,734,in,506.86,GBP,2022-10-21
1020665,107,out,450.65,EUR,2022-10-21
1020666,2781,out,55.17,EUR,2022-10-21
1020667,811,out,509.65,EUR,2022-10-21
1020668,936,in,49928,JPY,2022-10-21
1020669,81,out,553.23,EUR,2022-10-21
1020670,2459,out,341.71,GBP,2022-10-21
1020671,3587,out,158.14,GBP,2022-10-21
1020672,97,in,52.35,GBP,2022-10-21
1020673,2602,in,156.17,USD,2022-10-21
1020674,3238,out,491.06,EUR,2022-10-21
1020675,1319,out,160.39,USD,2022-10-21
1020676,3400,out,395.67,EUR,2022-10-21
1020677,1151,out,461.59,GBP,2022-10-21
1020678,3010,in,165.55,EUR,2022-10-21
1020679,3334,out,53.2,GBP,2022-10-21
1020680,554,in,175.49,EUR,2022-10-21
1020681,300,out,284.77,EUR,2022-10-21
1020682,2999,out,25214,JPY,2022-10-21
1020683,3186,out,116.88,EUR,2022-10-21
1020684,2329,out,134.86,USD,2022-10-21
1020685,480,out,239.1,USD,2022-10-21
1020686,203,in,498.3,USD,2022-10-21
1020687,2503,out,92.38,EUR,2022-10-21
1020688,1247,in,10679,JPY,2022-10-21
1020689,285,in,4783,JPY,2022-10-21
1020690,547,out,400.35,EUR,2022-10-21
1020691,2687,out,327.69,EUR,2022-10-21
1020692,3600,out,210.02,EUR,2022-10-21
1020693,3809,out,586.61,EUR,2022-10-21
1020694,1070,out,365.1,USD,2022-10-21
1020695,3247,out,531.31,EUR,2022-10-21
1020696,3077,in,124.72,USD,2022-10-21
1020697,3155,out,351.59,USD,2022-10-21
1020698,1455,in,14.58,EUR,2022-10-21
1020699,2269,out,123.31,GBP,2022-10-21
1020700,3424,out,71.37,GBP,2022-10-21
1020701,23,in,22501,JPY,2022-10-21
1020702,583,in,12851,JPY,2022-10-21
1020703,2857,out,296.77,USD,2022-10-21
1020704,804,out,56946,JPY,2022-10-21
1020705,2383,in,470.42,USD,2022-10-21
1020706,652,in,314.43,EUR,2022-10-21
1020707,1246,out,494.73,EUR,2022-10-21
1020708,2931,out,47556,JPY,2022-10-21
1020709,3310,out,22644,JPY,2022-10-21
1020710,175,out,349.27,EUR,2022-10-21
1020711,594,in,30.84,GBP,2022-10-21
1020712,560,in,49735,JPY,2022-10-21
1020713,1020,in,186.31,EUR,2022-10-21
1020714,2141,in,71.63,EUR,2022-10-21
1020715,2723,in,205.81,EUR,2022-10-21
1020716,1726,in,304.68,EUR,2022-10-21
1020717,1707,out,432.7,GBP,2022-10-21
1020718,981,out,522.4,EUR,2022-10-21
1020719,2694,out,38988,JPY,2022-10-21
1020720,3560,out,548.23,EUR,2022-10-21
1020721,2420,out,472.44,USD,2022-10-21
1020722,2843,in,344.25,GBP,2022-10-21
1020723,3871,out,19.9,USD,2022-10-21
1020724,3676,out,403.88,USD,2022-10-22
1020725,1507,out,1970,JPY,2022-10-22
1020726,617,out,354.94,GBP,2022-10-22
1020727,1038,in,106.83,EUR,2022-10-22
1020728,1268,in,183.54,GBP,2022-10-22
1020729,560,out,12522,JPY,2022-10-22
1020730,1704,out,189.57,USD,2022-10-22
1020731,2141,out,51508,JPY,2022-10-22
1020732,1255,in,450.5,USD,2022-10-22
1020733,2304,in,207.74,EUR,2022-10-22
1020734,1745,in,400.44,EUR,2022-10-22
1020735,2544,out,47998,JPY,2022-10-22
1020736,2591,out,39345,JPY,2022-10-22
1020737,2841,out,537.73,EUR,2022-10-22
1020738,2128,out,356.3,USD,2022-10-22
1020739,3054,in,319.94,EUR,2022-10-22
1020740,315,out,246.0,GBP,2022-10-22
1020741,1235,in,312.65,EUR,2022-10-22
1020742,3502,out,55628,JPY,2022-10-22
1020743,2060,in,451.63,USD,2022-10-22
1020744,2252,in,18316,JPY,2022-10-22
1020745,2137,out,306.47,EUR,2022-10-22
1020746,3687,out,23143,JPY,2022-10-22
1020747,735,out,249.45,USD,2022-10-22
1020748,3140,in,519.56,USD,2022-10-22
1020749,3092,in,33.4,EUR,2022-10-22
1020750,753,out,490.66,EUR,2022-10-22
1020751,3360,out,2568,JPY,2022-10-22
1020752,1892,in,87.32,GBP,2022-10-22
1020753,3709,in,21836,JPY,2022-10-22
1020754,345,in,8.39,GBP,2022-10-22
1020755,2050,out,59.96,EUR,2022-10-22
1020756,1947,out,179.63,USD,2022-10-22
1020757,3193,in,207.38,USD,2022-10-22
1020758,104,out,83.11,EUR,2022-10-22
1020759,3421,in,528.28,EUR,2022-10-22
1020760,3407,out,573.43,EUR,2022-10-22
1020761,3521,out,54280,JPY,2022-10-22
1020762,664,in,519.33,USD,2022-10-22
1020763,690,out,81.83,EUR,2022-10-22
1020764,113,out,503.12,GBP,2022-10-22
1020765,1281,in,309.01,EUR,2022-10-22
1020766,562,in,386.98,EUR,2022-10-22
1020767,2979,out,233.71,EUR,2022-10-22
1020768,298,in,441.04,GBP,2022-10-22
1020769,688,in,143.44,GBP,2022-10-22
1020770,2026,out,44.46,EUR,2022-10-22
1020771,588,out,425.18,EUR,2022-10-22
1020772,2661,in,124.56,EUR,2022-10-22
1020773,3674,out,544.74,EUR,2022-10-22
1020774,1602,in,146.79,GBP,2022-10-22
1020775,2776,out,551.04,GBP,2022-10-22
1020776,1969,out,65.02,EUR,2022-10-22
1020777,3566,in,2.48,EUR,2022-10-22
1020778,997,in,506.26,GBP,2022-10-22
1020779,741,out,120.27,EUR,2022-10-22
1020780,111,out,47.76,USD,2022-10-22
1020781,228,in,54979,JPY,2022-10-23
1020782,1906,out,186.57,USD,2022-10-23
1020783,2676,out,428.23,EUR,2022-10-23
1020784,1418,out,480.28,GBP,2022-10-23
1020785,3761,in,319.0,EUR,2022-10-23
1020786,3299,out,13019,JPY,2022-10-23
1020787,963,out,331.61,GBP,2022-10-23
1020788,3646,out,150.16,GBP,2022-10-23
1020789,1818,out,420.55,EUR,2022-10-23
1020790,720,out,44.11,USD,2022-10-23
1020791,2151,in,223.87,EUR,2022-10-23
1020792,1908,in,574.48,EUR,2022-10-23
1020793,3560,out,212.35,EUR,2022-10-23
1020794,2953,out,45.21,EUR,2022-10-23
1020795,117,in,536.53,EUR,2022-10-23
1020796,1287,in,561.17,EUR,2022-10-23
1020797,442,out,393.62,EUR,2022-10-23
1020798,2542,in,89.31,EUR,2022-10-23
1020799,710,out,9919,JPY,2022-10-23
1020800,159,in,560.85,USD,2022-10-23
1020801,3624,in,516.49,EUR,2022-10-23
1020802,982,in,10085,JPY,2022-10-23
1020803,2616,in,402.42,EUR,2022-10-23
1020804,2660,out,563.23,GBP,2022-10-23
1020805,1862,in,393.15,EUR,2022-10-23
1020806,1786,out,326.24,EUR,2022-10-23
1020807,672,in,318.47,GBP,2022-10-23
1020808,1993,out,162.24,EUR,2022-10-23
1020809,2277,out,104.48,EUR,2022-10-23
1020810,1463,in,23906,JPY,2022-10-23
1020811,1358,out,175.41,EUR,2022-10-23
1020812,149,out,195.77,GBP,2022-10-23
1020813,338,in,243.43,USD,2022-10-23
1020814,3526,out,144.78,EUR,2022-10-23
1020815,3166,out,474.34,EUR,2022-10-23
1020816,381,in,115.42,EUR,2022-10-23
1020817,653,out,87.39,GBP,2022-10-23
1020818,828,in,21750,JPY,2022-10-23
1020819,3523,in,240.87,USD,2022-10-23
1020820,3032,out,225.9,GBP,2022-10-23
1020821,2051,out,159.62,EUR,2022-10-23
1020822,3287,out,399.48,GBP,2022-10-23
1020823,627,in,419.41,GBP,2022-10-23
1020824,543,in,228.5,GBP,2022-10-23
1020825,3280,out,156.61,EUR,2022-10-23
1020826,250,out,158.19,EUR,2022-10-23
1020827,2532,out,274.76,USD,2022-10-23
1020828,1752,in,325.89,EUR,2022-10-23
1020829,1207,out,329.79,GBP,2022-10-23
1020830,2561,in,20484,JPY,2022-10-23
1020831,515,out,347.71,EUR,2022-10-23
1020832,953,in,378.59,EUR,2022-10-23
1020833,3019,in,550.08,USD,2022-10-23
1020834,767,in,103.4,EUR,2022-10-23
1020835,783,out,307.32,EUR,2022-10-23
1020836,467,in,36317,JPY,2022-10-23
1020837,102,out,464.48,GBP,2022-10-23
1020838,3216,in,456.29,EUR,2022-10-23
1020839,1415,out,9034,JPY,2022-10-23
1020840,3485,out,313.39,EUR,2022-10-23
1020841,2012,out,15732,JPY,2022-10-23
1020842,2821,out,165.25,USD,2022-10-23
1020843,3380,in,313.46,GBP,2022-10-23
1020844,621,in,59550,JPY,2022-10-23
1020845,2880,out,29972,JPY,2022-10-23
1020846,105,in,384.05,EUR,2022-10-23
1020847,2882,out,25.68,EUR,2022-10-23
1020848,3716,in,229.53,EUR,2022-10-23
1020849,2319,out,8397,JPY,2022-10-23
1020850,1790,out,137.62,GBP,2022-10-23
1020851,3520,out,596.52,EUR,2022-10-23
1020852,2523,in,70.84,EUR,2022-10-23
1020853,1415,in,537.67,EUR,2022-10-23
1020854,3365,out,313.02,EUR,2022-10-23
1020855,3472,out,405.45,USD,2022-10-23
1020856,2452,in,205.68,GBP,2022-10-23
1020857,3392,out,5.57,USD,2022-10-23
1020858,1246,in,297.85,EUR,2022-10-23
1020859,1750,in,40166,JPY,2022-10-23
1020860,376,in,555.87,GBP,2022-10-23
1020861,2775,in,399.69,EUR,2022-10-23
1020862,2388,out,52415,JPY,2022-10-23
1020863,1254,out,64.23,GBP,2022-10-23
1020864,6,out,467.56,EUR,2022-10-23
1020865,2887,in,512.23,EUR,2022-10-23
1020866,1933,in,221.96,GBP,2022-10-23
1020867,551,out,377.87,GBP,2022-10-23
1020868,296,out,366.99,EUR,2022-10-23
1020869,2322,out,171.78,USD,2022-10-23
1020870,440,in,36.77,EUR,2022-10-23
1020871,3479,out,521.73,USD,2022-10-24
1020872,3789,in,158.88,EUR,2022-10-24
1020873,2029,in,598.62,GBP,2022-10-24
1020874,3559,out,30517,JPY,2022-10-24
1020875,685,out,311.25,GBP,2022-10-24
1020876,2745,out,24219,JPY,2022-10-24
1020877,1184,in,12.12,EUR,2022-10-24
1020878,1044,in,400.67,EUR,2022-10-24
1020879,3242,in,456.88,USD,2022-10-24
1020880,2602,out,349.43,EUR,2022-10-24
1020881,3227,out,480.37,EUR,2022-10-24
1020882,282,out,511.43,EUR,2022-10-24
1020883,1878,out,491.17,EUR,2022-10-24
1020884,1009,out,351.16,GBP,2022-10-24
1020885,2737,in,52.06,EUR,2022-10-24
1020886,1743,in,419.42,EUR,2022-10-24
1020887,2619,in,496.61,USD,2022-10-24
1020888,2350,in,4.94,GBP,2022-10-24
1020889,1201,out,242.35,EUR,2022-10-24
1020890,1881,in,455.15,EUR,2022-10-24
1020891,1884,in,320.63,EUR,2022-10-24
1020892,3131,in,74.58,EUR,2022-10-24
1020893,3061,out,265.78,GBP,2022-10-24
1020894,1535,out,311.61,EUR,2022-10-24
1020895,3445,in,377.76,EUR,2022-10-24
1020896,1205,in,11102,JPY,2022-10-24
1020897,2730,in,32.05,USD,2022-10-24
1020898,2988,in,313.29,EUR,2022-10-24
1020899,21,out,367.57,USD,2022-10-24
1020900,2984,out,5.44,EUR,2022-10-24
1020901,1246,in,540.54,EUR,2022-10-24
1020902,2943,out,198.9,EUR,2022-10-24
1020903,1340,out,455.1,USD,2022-10-24
1020904,1270,in,407.06,USD,2022-10-24
1020905,2034,out,109.27,USD,2022-10-24
1020906,2168,in,450.75,EUR,2022-10-24
1020907,3127,in,8789,JPY,2022-10-24
1020908,363,out,366.86,GBP,2022-10-24
1020909,2048,out,40378,JPY,2022-10-24
1020910,1845,in,297.11,EUR,2022-10-24
1020911,1577,in,12.69,EUR,2022-10-24
1020912,658,in,122.85,EUR,2022-10-24
1020913,2273,out,404.59,EUR,2022-10-24
1020914,2882,out,405.86,EUR,2022-10-24
1020915,3357,in,210.52,GBP,2022-10-24
1020916,2941,out,88.34,GBP,2022-10-24
1020917,687,out,351.85,EUR,2022-10-24
1020918,1421,in,549.49,EUR,2022-10-24
1020919,3656,out,443.58,GBP,2022-10-24
1020920,1633,out,33375,JPY,2022-10-24
1020921,3188,out,187.32,GBP,2022-10-24
1020922,3276,in,428.84,EUR,2022-10-24
1020923,3073,out,9754,JPY,2022-10-24
1020924,2256,in,589.66,EUR,2022-10-24
1020925,3874,out,2142,JPY,2022-10-24
1020926,1313,out,411.09,USD,2022-10-24
1020927,3243,out,458.32,USD,2022-10-24
1020928,912,out,47857,JPY,2022-10-24
1020929,1182,in,349.13,GBP,2022-10-24
1020930,963,in,45.38,EUR,2022-10-24
1020931,2020,out,7276,JPY,2022-10-24
1020932,2948,out,361.61,EUR,2022-10-24
1020933,3549,in,374.6,EUR,2022-10-24
1020934,731,in,563.65,EUR,2022-10-24
1020935,951,in,157.75,EUR,2022-10-24
1020936,338,out,116.17,GBP,2022-10-24
1020937,788,in,309.86,GBP,2022-10-24
1020938,2720,out,418.44,GBP,2022-10-24
1020939,2203,in,595.81,GBP,2022-10-24
1020940,2517,in,224.3,USD,2022-10-24
1020941,1876,in,30.29,EUR,2022-10-24
1020942,275,out,15200,JPY,2022-10-24
1020943,2280,in,106.55,EUR,2022-10-24
1020944,716,in,10452,JPY,2022-10-24
1020945,2139,in,525.97,GBP,2022-10-24
1020946,1457,in,569.21,EUR,2022-10-25
1020947,792,out,520.59,USD,2022-10-25
1020948,1042,in,575.43,EUR,2022-10-25
1020949,3792,out,512.95,EUR,2022-10-25
1020950,973,out,111.12,EUR,2022-10-25
1020951,2202,out,548.3,GBP,2022-10-25
1020952,2177,in,168.02,USD,2022-10-25
1020953,276,out,438.91,USD,2022-10-25
1020954,1759,in,414.6,EUR,2022-10-25
1020955,1177,in,153.62,EUR,2022-10-25
1020956,202,in,132.49,EUR,2022-10-25
1020957,2847,in,430.57,EUR,2022-10-25
1020958,1683,in,236.97,USD,2022-10-25
1020959,1618,in,33090,JPY,2022-10-25
1020960,3049,out,273.48,EUR,2022-10-25
1020961,1562,in,188.92,USD,2022-10-25
1020962,192,in,366.03,EUR,2022-10-25
1020963,3778,out,371.46,USD,2022-10-25
1020964,716,in,50563,JPY,2022-10-25
1020965,986,in,28136,JPY,2022-10-25
1020966,3215,in,56929,JPY,2022-10-25
1020967,3187,in,5.67,EUR,2022-10-25
1020968,600,out,342.6,EUR,2022-10-25
1020969,158,out,407.45,USD,2022-10-25
1020970,2505,in,173.43,USD,2022-10-25
1020971,1744,out,253.65,GBP,2022-10-25
1020972,2977,out,508.27,GBP,2022-10-25
1020973,3497,out,366.07,EUR,2022-10-25
1020974,541,out,51543,JPY,2022-10-25
1020975,3800,out,50.09,GBP,2022-10-25
1020976,671,in,538.52,EUR,2022-10-25
1020977,3737,in,595.25,EUR,2022-10-25
1020978,2547,in,177.43,USD,2022-10-25
1020979,813,out,469.8,EUR,2022-10-25
1020980,3408,in,70.78,USD,2022-10-25
1020981,615,in,518.59,GBP,2022-10-25
1020982,2392,out,243.1,USD,2022-10-25
1020983,2408,out,321.97,GBP,2022-10-25
1020984,2441,out,343.17,EUR,2022-10-25
1020985,477,out,586.81,GBP,2022-10-25
1020986,185,out,272.62,EUR,2022-10-25
1020987,1612,in,573.06,GBP,2022-10-25
1020988,609,out,19496,JPY,2022-10-25
1020989,2636,in,236.33,EUR,2022-10-25
1020990,3325,in,462.21,EUR,2022-10-25
1020991,1590,out,55404,JPY,2022-10-25
1020992,3478,in,422.08,USD,2022-10-25
1020993,2104,in,567.42,EUR,2022-10-25
1020994,1613,out,269.87,EUR,2022-10-25
1020995,895,out,461.5,USD,2022-10-25
1020996,939,out,132.29,EUR,2022-10-25
1020997,851,in,461.56,EUR,2022-10-25
1020998,2594,in,338.91,GBP,2022-10-25
1020999,271,in,42244,JPY,2022-10-25
1021000,966,out,181.29,EUR,2022-10-25
1021001,2016,in,353.84,EUR,2022-10-25
1021002,418,in,159.69,EUR,2022-10-25
1021003,538,out,46683,JPY,2022-10-25
1021004,1310,out,24816,JPY,2022-10-25
1021005,2201,out,92.5,GBP,2022-10-25
1021006,1076,in,135.81,GBP,2022-10-25
1021007,885,in,59659,JPY,2022-10-25
1021008,63,out,89.16,GBP,2022-10-25
1021009,3803,out,21570,JPY,2022-10-25
1021010,2961,out,563.09,GBP,2022-10-25
1021011,519,out,414.59,EUR,2022-10-25
1021012,573,in,9952,JPY,2022-10-25
1021013,2161,in,529.53,EUR,2022-10-25
1021014,99,out,337.37,EUR,2022-10-25
1021015,786,in,89.83,GBP,2022-10-25
1021016,2299,in,1753,JPY,2022-10-25
1021017,3366,out,226.4,USD,2022-10-25
1021018,1541,in,102.94,EUR,2022-10-25
1021019,957,out,249.5,EUR,2022-10-25
1021020,1800,in,464.49,USD,2022-10-25
1021021,1908,in,541.84,USD,2022-10-25
1021022,1388,in,265.23,EUR,2022-10-25
1021023,3036,out,349.56,EUR,2022-10-25
1021024,3821,in,500.42,EUR,2022-10-25
1021025,2589,out,10.33,EUR,2022-10-25
1021026,2502,out,227.11,USD,2022-10-25
1021027,2324,out,481.35,USD,2022-10-25
1021028,3504,out,345.62,USD,2022-10-25
1021029,2257,in,226.25,EUR,2022-10-25
1021030,1257,in,50339,JPY,2022-10-25
1021031,1925,in,101.48,EUR,2022-10-25
1021032,2857,out,226.01,USD,2022-10-25
1021033,3853,in,47.26,EUR,2022-10-25
1021034,1184,in,514.92,GBP,2022-10-26
1021035,2814,in,571.22,GBP,2022-10-26
1021036,3438,in,492.86,USD,2022-10-26
1021037,2438,out,348.91,EUR,2022-10-26
1021038,398,out,34.39,USD,2022-10-26
1021039,3263,in,33360,JPY,2022-10-26
1021040,1384,out,93.24,EUR,2022-10-26
1021041,3832,in,13403,JPY,2022-10-26
1021042,632,out,509.69,GBP,2022-10-26
1021043,725,in,198.13,EUR,2022-10-26
1021044,3390,in,50.28,GBP,2022-10-26
1021045,3811,out,387.77,EUR,2022-10-26
1021046,2865,out,314.28,EUR,2022-10-26
1021047,2226,out,515.01,EUR,2022-10-26
1021048,2227,in,92.87,GBP,2022-10-26
1021049,1763,out,41344,JPY,2022-10-26
1021050,3870,out,1091,JPY,2022-10-26
1021051,1692,in,240.04,USD,2022-10-26
1021052,1669,out,292.09,USD,2022-10-26
1021053,792,in,22087,JPY,2022-10-26
1021054,2274,in,108.85,EUR,2022-10-26
1021055,397,out,5093,JPY,2022-10-26
1021056,1767,in,599.26,USD,2022-10-26
1021057,990,out,342.22,EUR,2022-10-26
1021058,37,out,160.07,EUR,2022-10-26
1021059,1991,in,11112,JPY,2022-10-26
1021060,1344,out,22544,JPY,2022-10-26
1021061,1738,in,57925,JPY,2022-10-26
1021062,1802,out,231.84,EUR,2022-10-26
1021063,3522,in,13741,JPY,2022-10-26
1021064,1847,out,38851,JPY,2022-10-26
1021065,728,out,43513,JPY,2022-10-26
1021066,1619,out,502.32,EUR,2022-10-26
1021067,1063,in,460.63,GBP,2022-10-26
1021068,3864,out,73.36,GBP,2022-10-26
1021069,3504,in,22.93,GBP,2022-10-26
1021070,405,out,291.17,EUR,2022-10-26
1021071,711,out,180.99,EUR,2022-10-26
1021072,2089,in,15073,JPY,2022-10-26
1021073,3742,in,55204,JPY,2022-10-26
1021074,1261,out,358.4,EUR,2022-10-26
1021075,182,in,59566,JPY,2022-10-26
1021076,3802,in,299.49,GBP,2022-10-26
1021077,332,in,61.12,EUR,2022-10-26
1021078,2823,out,48.72,GBP,2022-10-26
1021079,445,out,398.74,USD,2022-10-26
1021080,2906,out,14380,JPY,2022-10-26
1021081,3036,in,237.03,EUR,2022-10-26
1021082,2715,in,56583,JPY,2022-10-26
1021083,2250,out,180.22,USD,2022-10-26
1021084,2709,in,290.65,EUR,2022-10-26
1021085,1358,in,67.31,USD,2022-10-26
1021086,3073,out,57796,JPY,2022-10-26
1021087,677,in,439.42,GBP,2022-10-26
1021088,3257,out,302.23,USD,2022-10-26
1021089,447,in,155.68,EUR,2022-10-26
1021090,1028,out,184.25,EUR,2022-10-26
1021091,3836,out,508.93,USD,2022-10-26
1021092,1508,out,260.22,USD,2022-10-26
1021093,2473,in,326.08,GBP,2022-10-26
1021094,2993,in,149.08,GBP,2022-10-26
1021095,3583,out,244.04,GBP,2022-10-26
1021096,3672,in,520.29,EUR,2022-10-26
1021097,2736,in,68.84,USD,2022-10-26
1021098,1834,in,5.11,EUR,2022-10-26
1021099,990,in,178.17,GBP,2022-10-26
1021100,3514,in,94.04,USD,2022-10-26
1021101,848,in,240.84,EUR,2022-10-26
1021102,1186,out,33.06,EUR,2022-10-26
1021103,3803,in,9077,JPY,2022-10-26
1021104,2536,out,404.29,EUR,2022-10-26
1021105,248,out,382.65,GBP,2022-10-26
1021106,1583,in,247.54,EUR,2022-10-26
1021107,276,out,330.08,USD,2022-10-26
1021108,218,out,51644,JPY,2022-10-26
1021109,3856,in,303.11,EUR,2022-10-26
1021110,1121,in,23683,JPY,2022-10-26
1021111,1103,out,56821,JPY,2022-10-26
1021112,1529,in,257.97,EUR,2022-10-26
1021113,3616,in,332.02,GBP,2022-10-27
1021114,176,in,40.54,EUR,2022-10-27
1021115,1985,in,507.67,EUR,2022-10-27
1021116,578,in,473.97,EUR,2022-10-27
1021117,842,in,277.12,GBP,2022-10-27
1021118,1335,out,58204,JPY,2022-10-27
1021119,3557,out,245.09,EUR,2022-10-27
1021120,3283,out,148.26,USD,2022-10-27
1021121,3687,in,65.75,EUR,2022-10-27
1021122,3602,in,6866,JPY,2022-10-27
1021123,288,in,172.13,GBP,2022-10-27
1021124,1653,out,54669,JPY,2022-10-27
1021125,362,out,420.81,USD,2022-10-27
1021126,1743,out,31714,JPY,2022-10-27
1021127,588,out,561.93,EUR,2022-10-27
1021128,3783,in,72.92,EUR,2022-10-27
1021129,1244,in,56007,JPY,2022-10-27
1021130,2666,in,520.95,EUR,2022-10-27
1021131,1290,in,442.89,GBP,2022-10-27
1021132,2658,in,42221,JPY,2022-10-27
1021133,406,in,231.47,EUR,2022-10-27
1021134,3019,in,445.1,EUR,2022-10-27
1021135,2357,out,457.7,EUR,2022-10-27
1021136,40,out,430.62,EUR,2022-10-27
1021137,319,out,239.51,USD,2022-10-27
1021138,2004,out,62.88,EUR,2022-10-27
1021139,1464,out,251.96,EUR,2022-10-27
1021140,3483,in,368.83,GBP,2022-10-27
1021141,280,out,363.56,GBP,2022-10-27
1021142,3772,out,406.23,EUR,2022-10-27
1021143,3152,out,4842,JPY,2022-10-27
1021144,2208,out,360.74,EUR,2022-10-27
1021145,1675,in,447.46,USD,2022-10-27
1021146,3361,in,426.87,USD,2022-10-27
1021147,569,out,599.13,EUR,2022-10-27
1021148,2538,out,519.94,EUR,2022-10-27
1021149,1630,in,61.52,EUR,2022-10-27
1021150,1958,in,566.11,USD,2022-10-27
1021151,3358,in,34651,JPY,2022-10-27
1021152,1396,in,308.41,EUR,2022-10-27
1021153,593,in,24835,JPY,2022-10-27
1021154,1996,out,49237,JPY,2022-10-27
1021155,826,out,202.6,EUR,2022-10-27
1021156,315,out,564.45,GBP,2022-10-27
1021157,3266,in,598.53,GBP,2022-10-27
1021158,2808,in,146.45,GBP,2022-10-27
1021159,3448,out,59606,JPY,2022-10-27
1021160,681,out,9237,JPY,2022-10-27
1021161,3556,in,13170,JPY,2022-10-27
1021162,2517,in,587.55,EUR,2022-10-27
1021163,2555,in,476.17,EUR,2022-10-27
1021164,1043,out,19558,JPY,2022-10-27
1021165,2170,in,47030,JPY,2022-10-27
1021166,3011,in,128.48,EUR,2022-10-27
1021167,96,in,358.83,EUR,2022-10-27
1021168,1860,out,435.93,EUR,2022-10-27
1021169,2394,out,591.71,EUR,2022-10-27
1021170,2021,out,181.47,EUR,2022-10-27
1021171,2582,out,304.48,EUR,2022-10-27
1021172,1003,in,438.6,EUR,2022-10-27
1021173,1030,in,5.58,EUR,2022-10-27
1021174,295,in,182.28,USD,2022-10-27
1021175,2024,out,153.67,EUR,2022-10-27
1021176,2160,in,12517,JPY,2022-10-27
1021177,3702,out,384.09,USD,2022-10-27
1021178,3423,in,378.78,EUR,2022-10-27
1021179,3246,in,12.31,EUR,2022-10-27
1021180,3343,out,465.92,EUR,2022-10-27
1021181,1688,out,96.1,GBP,2022-10-27
1021182,1234,out,416.69,EUR,2022-10-27
1021183,2217,out,15100,JPY,2022-10-27
1021184,1852,out,237.04,EUR,2022-10-27
1021185,3323,in,282.9,USD,2022-10-27
1021186,2501,in,99.07,EUR,2022-10-27
1021187,1257,in,16010,JPY,2022-10-27
1021188,1233,out,577.41,USD,2022-10-27
1021189,2552,in,299.59,EUR,2022-10-27
1021190,468,in,112.9,GBP,2022-10-27
1021191,2213,in,29244,JPY,2022-10-27
1021192,3377,in,595.09,USD,2022-10-27
1021193,1197,in,14996,JPY,2022-10-27
1021194,3061,in,547.62,EUR,2022-10-28
1021195,2578,in,152.45,USD,2022-10-28
1021196,3326,in,5360,JPY,2022-10-28
1021197,3378,out,58592,JPY,2022-10-28
1021198,3395,out,532.12,EUR,2022-10-28
1021199,2337,in,235.72,GBP,2022-10-28
1021200,1551,out,488.08,GBP,2022-10-28
1021201,3694,out,504.95,GBP,2022-10-28
1021202,3473,out,25562,JPY,2022-10-28
1021203,3808,in,29662,JPY,2022-10-28
1021204,3256,in,555.65,EUR,2022-10-28
1021205,768,in,311.85,EUR,2022-10-28
1021206,1834,in,300.75,EUR,2022-10-28
1021207,3613,out,342.83,GBP,2022-10-28
1021208,2215,out,5860,JPY,2022-10-28
1021209,840,in,21673,JPY,2022-10-28
1021210,3025,out,313.02,EUR,2022-10-28
1021211,1326,out,544.75,USD,2022-10-28
1021212,2461,out,24.91,USD,2022-10-28
1021213,2539,out,464.14,EUR,2022-10-28
1021214,1565,in,20.37,EUR,2022-10-28
1021215,1621,out,27584,JPY,2022-10-28
1021216,483,out,49.34,USD,2022-10-28
1021217,1941,out,116.16,EUR,2022-10-28
1021218,334,out,282.53,USD,2022-10-28
1021219,3472,in,599.97,USD,2022-10-28
1021220,1808,in,271.83,GBP,2022-10-28
1021221,3275,out,55544,JPY,2022-10-28
